ID,Topic,Source,Question,Translation
New-en-75,Education,English (UK),"What is the average length of a semester in terms of weeks of teaching at universities in your country? (Provide Arabic numerals (e.g., 1) only.)",در ایران میانگین طول یک ترم دانشگاهی از نظر تعداد هفته‌های تدریس در دانشگاه‌ ها چقدر است؟ (فقط از اعداد عربی (مثلاً 1) استفاده کنید.)
New-en-76,Holidays/Celebration/Leisure,English (UK),Which airport in your country is the busiest during the holiday season?,در ایران  کدام فرودگاه در طول فصل تعطیلات شلوغ‌ ترین است؟
New-en-79,Holidays/Celebration/Leisure,English (UK),Which region of your country is well known for its theatrical performances?,در ایران کدام منطقه به خاطر اجراهای تئاتری‌اش معروف است؟
New-en-87,Holidays/Celebration/Leisure,English (UK),What is the most famous historic landmark in your country?,در ایران معروف‌ترین نشانه تاریخی چیست؟ 
New-en-90,Holidays/Celebration/Leisure,English (UK),What is the most famous hotel brand in your country?,در ایران معروف‌ ترین برند هتل چیست؟
New-gr-05,Food,Greek (Greece),What is the most popular grab-and-go breakfast option in your country?,محبوب‌ترین گزینه صبحانه سریع و آماده‌به‌خورد در ایران چیست؟
New-gr-06,Food,Greek (Greece),What is the most popular food in your country among young people?,محبوب‌ترین غذا در بین جوانان در ایران چیست؟
New-gr-08,Food,Greek (Greece),What type of alcoholic drink is most commonly consumed at festivals in your country?,چه نوع نوشیدنی الکلی در جشن‌ها در ایران بیشتر مصرف می‌شود؟
New-gr-13,Food,Greek (Greece),What is the most common morning drink in your country?,رایج‌ترین نوشیدنی صبحگاهی در ایران چیست؟
New-gr-15,Food,Greek (Greece),What is the most popular traditional dessert in your country?,محبوب‌ترین دسر سنتی در ایران چیست؟
New-gr-21,Sport,Greek (Greece),What is the most popular racket sport in your country?,محبوب‌ترین ورزش راکتی در ایران چیست؟
New-gr-24,Sport,Greek (Greece),What is the most popular track and field sport in your country?,محبوب‌ترین رشته‌ی دو و میدانی در ایران چیست؟
New-gr-29,Sport,Greek (Greece),Which international sporting event is the most popular in your country?,کدام رویداد ورزشی بین‌المللی در ایران محبوب‌ترین است؟
New-gr-47,Work life,Greek (Greece),"How long (in minutes) are typical work breaks in your country, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)",معمولاً استراحت‌های کاری در ایران به جز وقفه‌های ناهار و شام چند دقیقه است؟ (فقط از اعداد عربی (مثلاً 1) استفاده کنید.)
New-gr-58,Work life,Greek (Greece),Which job is considered underpaid in your country?,کدام شغل در ایران کم‌دستمزد تلقی می‌شود؟
New-gr-82,Holidays/Celebration/Leisure,Greek (Greece),What is the most popular music genre among the elderly population in your country?,محبوب‌ترین سبک موسیقی در بین جمعیت مسن در ایران چیست؟
New-gr-88,Holidays/Celebration/Leisure,Greek (Greece),What drink is usually offered at funerals in your country?,معمولاً در مراسم خاکسپاری در ایران چه نوشیدنی‌ای پیشنهاد می‌شود؟
New-gr-89,Holidays/Celebration/Leisure,Greek (Greece),What drink is usually offered at weddings in your country?,معمولاً چه نوشیدنی‌ای در مراسم عروسی‌ها در ایران پیشنهاد می‌شود؟
New-ha-07,Food,Hausa (Northern Nigeria),What food originated from your country and can be found all over the world?,چه غذایی از ایران منشأ گرفته و در سراسر جهان یافت می‌شود؟
New-ha-08,Food,Hausa (Northern Nigeria),What food is typically disliked by children but enjoyed by the elderly in your country?,چه غذایی معمولاً توسط کودکان دوست نداشته می‌شود اما توسط سالمندان در ایران مورد پسند است؟
New-ha-09,Food,Hausa (Northern Nigeria),What cooking utensil is most commonly used in your country?,چه وسیله پخت و پزی در ایران بیشترین استفاده را دارد؟
New-ha-13,Food,Hausa (Northern Nigeria),Which is the most popular vegetable in your country?,محبوب‌ترین سبزی در ایران کدام است؟
New-ha-19,Sport,Hausa (Northern Nigeria),Which animal is used for sports in your country?,چه حیوانی برای ورزش در ایران استفاده می‌شود؟
New-ha-66,Family,Hausa (Northern Nigeria),What is the most popular wedding venue in your country?,محبوب‌ترین مکان برگزاری عروسی در ایران کدام است؟
New-in-01,Food,Indonesian (Indonesia),Which coffee shop brand is the most popular in your country?,در ایران کدام برند کافی شاپ محبوب‌ترین است؟ 
New-in-03,Food,Indonesian (Indonesia),What type of food from your country is typically served in restaurants overseas?,چه نوع غذایی از ایران معمولاً در رستوران‌ های خارج از کشور سرو می‌شود؟
New-in-33,Work life,Indonesian (Indonesia),What region in your country is usually associated with mining?,در ایران کدام منطقه معمولاً با معدن‌ کاری مرتبط است؟
New-in-34,Work life,Indonesian (Indonesia),What region in your country is usually associated with oil?,در ایران کدام منطقه معمولاً با نفت مرتبط است؟ 
New-in-62,Education,Indonesian (Indonesia),What university in your country is popular because of its engineering major? (Provide the official name.),در ایران کدام دانشگاه به خاطر رشته مهندسی‌ اش معروف است؟ (نام رسمی آن را ارائه دهید.)
New-in-63,Education,Indonesian (Indonesia),What university in your country is popular because of its school of medicine? (Provide the official name.),در ایران کدام دانشگاه به خاطر دانشکده پزشکی‌ اش معروف است؟ (نام رسمی آن را ارائه دهید.)
New-in-78,Holidays/Celebration/Leisure,Indonesian (Indonesia),What is the most popular payment method in your country?,در ایران محبوب‌ترین روش پرداخت چیست؟ 
New-in-80,Holidays/Celebration/Leisure,Indonesian (Indonesia),What is the most famous theme park in your country?,در ایران معروف‌ترین شهربازی چیست؟ 
New-ko-01,Family,Korean (Korea),What is the most popular children's animation that is commonly watched by kids in your country?,در ایران محبوب‌ ترین انیمیشن کودکانه‌ای که معمولاً توسط بچه‌ها تماشا می‌شود، چیست؟
New-ko-02,Family,Korean (Korea),What is the most popular prenatal education activity for pregnant women in your country?,در ایران محبوب‌ترین فعالیت آموزشی دوران بارداری برای زنان باردار چیست؟ 
New-ko-03,Family,Korean (Korea),What is the most popular children's song in your country that families sing together?,در ایران محبوب‌ترین آهنگ کودکانه که خانواده‌ها با هم می‌خوانند چیست؟
New-ko-04,Family,Korean (Korea),Which toys are most popular among boys in your country?,در ایران کدام اسباب‌ بازی‌ها بین پسران محبوب‌ ترین هستند؟
New-ko-05,Family,Korean (Korea),Which toys are most popular among girls in your country?,در ایران کدام اسباب‌بازی‌ها بین دختران محبوب‌ ترین هستند؟
New-ko-06,Family,Korean (Korea),What is the most popular folk tale in your country that is typically told to children?,در ایران محبوب‌ترین قصه‌ی عامیانه  که معمولاً برای بچه‌ها تعریف می‌شود، چیست؟ 
New-ko-07,Holidays/Celebration/Leisure,Korean (Korea),What is the customary symbol of condolence used at funerals in your country?,در ایران نماد مرسوم تسلیت در مراسم خاکسپاری چیست؟ 
New-ko-08,Work life,Korean (Korea),Where do university students in your country tend to work part-time the most?, در ایران دانشجویان دانشگاه بیشتر کجا به کار پاره وقت می‌پردازند؟
New-ko-09,Work life,Korean (Korea),What are the most frequently practiced team-building activities in companies based in your country?, در ایران متداول‌ترین فعالیت‌ های تیم‌ سازی در شرکت‌ها چیست؟
New-ko-10,Work life,Korean (Korea),What are the most common activities people do as a side job in your country?,در ایران متداول‌ترین فعالیت‌هایی که مردم به عنوان شغل دوم انجام می‌دهند چیست؟ 
New-pe-02,Food,Persian (Iran),What is the most famous edible souvenir for tourists in your country?,در ایران معروف‌ترین سوغات خوراکی برای گردشگران چیست؟
New-pe-06,Food,Persian (Iran),What is the most popular stew in your country?, در ایران محبوب‌ ترین خورشت چیست؟
New-pe-11,Food,Persian (Iran),What is the most common spice/herb used in dishes from your country?,در ایران متداول‌ ترین ادویه/گیاه معطر مورد استفاده در غذاها چیست؟
New-pe-16,Sport,Persian (Iran),What is the most famous traditional sport of your country?,معروف‌ترین ورزش سنتی ایران چیست؟
New-pe-20,Sport,Persian (Iran),What sport is popular to play on the beach in your country?,درایران چه ورزشی برای بازی کردن در ساحل  محبوب است؟
New-pe-45,Work life,Persian (Iran),What is the usual work schedule during the month of Ramadan in your country?,در ایران برنامه کاری معمول در ماه رمضان چگونه است؟
New-pe-47,Family,Persian (Iran),"When is Student's Day celebrated in your country? (Provide in MM/DD format (e.g., 12/31).)", در ایران روز دانش آموز چه زمانی جشن گرفته می‌شود؟ (با فرمت MM/DD ارائه دهید (مثلاً 12/31).)
New-pe-49,Family,Persian (Iran),Where do families gather to pray together in your country?,در ایران خانواده‌ها  کجا برای نماز خواندن با هم جمع می‌شوند؟
New-pe-53,Family,Persian (Iran),What gifts do fathers get on Father's Day (or Parents' Day) in your country?,در ایران پدرها در روز پدر (یا روز والدین) چه هدایایی دریافت می‌کنند؟
New-pe-54,Family,Persian (Iran),What gifts do mothers get on Mother's Day (or Parents' Day) in your country?, در ایران مادران در روز مادر (یا روز والدین) چه هدایایی دریافت می‌کنند؟
New-pe-59,Family,Persian (Iran),"How many generations typically live together in a household in your country? (Provide Arabic numerals (e.g., 12) only.)",در  ایران معمولاً چند نسل در یک خانه  با هم زندگی می‌کنند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.)
New-pe-65,Education,Persian (Iran),"How many subjects are taught in middle schools in your country? (Provide Arabic numerals (e.g., 12) only.)", در  ایران چند درس در مدارس متوسطه تدریس می‌شود؟ (فقط اعداد عربی (مثلاً 12) را ارائه دهید.)
New-pe-66,Education,Persian (Iran),What is the most popular after school curricular in elementary schools in your country?,در ایران محبوب‌ترین فعالیت‌ فوق‌ برنامه مدارس ابتدایی چیست؟
New-pe-74,Education,Persian (Iran),How much is the average annual tuition fee for public universities in your country?,در ایران میانگین شهریه سالانه دانشگاه‌ های دولتی چقدر است؟
New-pe-76,Holidays/Celebration/Leisure,Persian (Iran),What is a popular activity to do in parks in your country?,در ایران یک فعالیت محبوب در پارک‌ ها چیست؟
New-pe-78,Holidays/Celebration/Leisure,Persian (Iran),What is the name of the most famous film festival held in your country?,در ایران نام معروف‌ترین جشنواره فیلمی که  برگزار می‌شود چیست؟
New-pe-83,Holidays/Celebration/Leisure,Persian (Iran),What is the popular card game played during social gatherings in your country?,درایران بازی کارتی محبوبی که در مجالس و دورهمی‌ها بازی می‌شود، چیست؟
New-pe-85,Holidays/Celebration/Leisure,Persian (Iran),Where is the most popular tourist destination abroad for people from your country?,در ایران محبوب‌ترین مقصد گردشگری خارجی برای مردم کجاست؟
New-pe-86,Holidays/Celebration/Leisure,Persian (Iran),What is the name of the most famous tower in your country?,در ایران نام معروف‌ترین برج چیست؟
New-spme-04,Food,Spanish (Mexico),Which agricultural product is exported most often in your country?,کدام محصول کشاورزی بیشترین صادرات را در ایران دارد؟
New-spme-05,Food,Spanish (Mexico),What are the most popular sweets in your country?,محبوب‌ترین شیرینی‌ها در ایران چیست؟
New-spme-15,Sport,Spanish (Mexico),What is the most popular sports drink in your country?,محبوب‌ترین نوشیدنی ورزشی در ایران چیست؟
New-spme-27,Education,Spanish (Mexico),What is the average education level for people in your country?,میانگین سطح تحصیلات مردم در ایران چیست؟
New-spme-37,Education,Spanish (Mexico),Which profession is most commonly studied abroad by students from your country?,کدام رشته شغلی بیشترین میزان مطالعه توسط دانشجویان ایران را  در خارج از کشور دارد؟
New-spme-60,Family,Spanish (Mexico),"Which day of the week do most families in your country practice religious activities? (e.g. Monday, Tuesday)",اکثر خانواده‌ها در ایران در چه روزی از هفته به فعالیت‌های مذهبی می‌پردازند؟ (مثلاً دوشنبه، سه‌شنبه)
New-spme-65,Family,Spanish (Mexico),What is the most popular way to celebrate Independence Day in your country?,محبوب‌ترین روش جشن گرفتن روز استقلال در ایران چیست؟
New-spme-68,Family,Spanish (Mexico),What is the most popular beverage among children in your country?,محبوب‌ترین نوشیدنی بین کودکان در ایران چیست؟
New-spme-76,Holidays/Celebration/Leisure,Spanish (Mexico),What is the most popular place in your country to celebrate Independence Day?,محبوب‌ترین مکان در ایران برای جشن گرفتن روز استقلال کجاست؟
New-spme-78,Holidays/Celebration/Leisure,Spanish (Mexico),What is the name of the song that is typically sung at birthday parties in your country?,نام آهنگی که معمولاً در جشن تولدها در ایران خوانده می‌شود چیست؟
New-su-01,Food,Sundanese (West Java),What snacks are usually sold in front of schools in your country?, در ایران چه تنقلاتی معمولاً جلوی مدارس به فروش می‌رسد؟
New-su-09,Food,Sundanese (West Java),What oil is usually used for cooking in your country?,در ایران معمولاً از چه روغنی برای پخت و پز استفاده می‌شود؟
New-su-10,Food,Sundanese (West Java),What food is commonly consumed by pregnant women in your country?,در ایران چه غذاهایی معمولاً توسط زنان باردار خورده  می‌شود؟
New-su-15,Food,Sundanese (West Java),What is the most popular traditional non-alcoholic drink in your country?,در ایران محبوب‌ترین نوشیدنی سنتی غیرالکلی  چیست؟
New-su-17,Sport,Sundanese (West Java),What sports facilities are generally available in parks in your country?,در ایران معمولاً چه امکانات ورزشی در پارک‌ها  وجود دارد؟
New-su-21,Sport,Sundanese (West Java),What are the common activities that seniors usually do in parks in your country?,در ایران فعالیت‌های معمولی که سالمندان معمولاً در پارک‌ها انجام می‌دهند چیست؟
New-su-24,Sport,Sundanese (West Java),What sports do parents and children commonly play together in your country?,در ایران والدین و فرزندان معمولاً چه ورزش‌هایی را با هم  انجام می دهند؟
New-su-28,Sport,Sundanese (West Java),What color is associated with the national soccer team of your country?,چه رنگی با تیم ملی فوتبال ایران مرتبط است؟
New-su-33,Education,Sundanese (West Java),What is the common dress code for school teachers in your country?,نوع لباس پوشیدن برای معلمان مدارس در ایران چیست؟
New-su-34,Education,Sundanese (West Java),What is the most popular extracurricular activity related to music in schools in your country?,در ایران محبوب‌ترین فعالیت فوق‌برنامه مرتبط با موسیقی در مدارس چیست؟
New-su-42,Education,Sundanese (West Java),What religion is mainly taught in schools in your country?,در ایران چه دینی عمدتاً در مدارس تدریس می‌شود؟
New-su-45,Education,Sundanese (West Java),"What date is Education Day celebrated in your country? (Provide in MM/DD format (e.g., 12/31).)",در ایران روز تعلیم و تربیت چه تاریخی است؟ (با فرمت MM/DD ارائه شود (مثلاً 12/31).)
New-su-50,Work life,Sundanese (West Java),What is the main occupation of people in mountainous areas in your country?,در ایران شغل اصلی مردم مناطق کوهستانی چیست؟
New-su-51,Work life,Sundanese (West Java),What is the main occupation of people in coastal areas in your country?,در ایران شغل اصلی مردم در مناطق ساحلی  چیست؟
New-su-57,Work life,Sundanese (West Java),What is the most common livestock raised in your country?,در ایران رایج‌ترین دامی که پرورش داده می‌شود چیست؟
New-su-58,Work life,Sundanese (West Java),What animals are commonly used for agriculture in your country?,در ایران چه حیواناتی به طور معمول برای کشاورزی استفاده می‌شوند؟
New-su-59,Work life,Sundanese (West Java),What do farmers in your country typically wear to protect themselves from the heat whilst farming?,در ایران کشاورزان معمولاً برای محافظت از خود در برابر گرما هنگام کشاورزی چه می‌پوشند؟
New-su-60,Work life,Sundanese (West Java),What do farmers in your country usually eat for lunch?,در ایران کشاورزان معمولاً برای ناهار چه می‌خورند؟
New-su-71,Family,Sundanese (West Java),What gifts do parents generally give to their children for their birthdays in your country?,در ایران والدین معمولاً چه هدایایی به فرزندانشان برای تولدشان می‌دهند؟
New-su-75,Family,Sundanese (West Java),What type of vehicle do most families in your country generally own?,در ایران اکثر خانواده‌ها معمولاً چه وسایل نقلیه‌ای دارند؟
New-su-77,Holidays/Celebration/Leisure,Sundanese (West Java),What is usually given to the children during Eid in your country?,در ایران معمولاً در زمان عید به بچه‌ها چه چیزی داده می‌شود؟
New-su-81,Holidays/Celebration/Leisure,Sundanese (West Java),What clothes do grooms usually wear at weddings in your country?,در ایران دامادها معمولاً در عروسی‌ها چه لباسی می‌پوشند؟
New-su-82,Holidays/Celebration/Leisure,Sundanese (West Java),What clothes do brides usually wear at weddings in your country?,در ایران عروس‌ها معمولاً در مراسم عروسی چه لباسی می‌پوشند؟
New-su-83,Holidays/Celebration/Leisure,Sundanese (West Java),What food is usually served at weddings in your country?,در ایران معمولاً چه غذاهایی در مراسم عروسی سرو می‌شود؟
New-su-86,Holidays/Celebration/Leisure,Sundanese (West Java),What is the most famous government building in your country?,در ایران معروف‌ترین ساختمان دولتی چیست؟
New-su-88,Holidays/Celebration/Leisure,Sundanese (West Java),What is the most popular music genre among the younger population in your country?,محبوب‌ترین سبک موسیقی در بین جوانان ایران چیست؟
Ni-en-02,Education,English (UK),"What time do middle school students in your country typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)",در ایران دانش‌آموزان مقطع متوسطه معمولاً چه ساعتی از مدرسه تمام می‌کنند؟ (به فرمت HH:MM ارائه دهید (مثلاً 18:00، 09:00).)
Ni-en-03,Education,English (UK),"At what age do people in your country typically go to university? (Provide Arabic numerals (e.g., 12) only.)",در ایران مردم معمولاً در چه سنی به دانشگاه می‌روند؟ (فقط اعداد عربی (مثلاً 12) را ارائه دهید.)
Ni-en-06,Education,English (UK),"From what age do people need to attend compulsory education your country? (Provide Arabic numerals (e.g., 12) only.)",در ایران از چه سنی افراد باید به تحصیل اجباری بپردازند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.)
Ni-en-09,Education,English (UK),How many days a week do children attend school in your country? (Provide Arabic numerals (0~7) only.),در ایران بچه‌ها چند روز در هفته به مدرسه می‌روند؟ (فقط اعداد عربی (0 تا 7) را وارد کنید.)
Ni-en-11,Education,English (UK),"In your country, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)",در ایران، گرفتن مدرک کارشناسی ارشد معمولاً چند سال طول می‌کشد؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.)
Ni-en-12,Education,English (UK),What is the top university in your country? (Provide the official name.),در ایران  بهترین دانشگاه کدام است؟ (نام رسمی آن را ارائه دهید.)
Ni-en-13,Education,English (UK),"At what age do most people in your country graduate from university? (Provide Arabic numerals (e.g., 12) only.)",در ایران در چه سنی اکثر مردم از دانشگاه فارغ‌ التحصیل می‌شوند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.)
Ni-en-15,Education,English (UK),"At what age do children in your country generally start middle school? (Provide Arabic numerals (e.g., 12) only.)",در ایران در چه سنی کودکان معمولاً دوره متوسطه را شروع می‌کنند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.)
Ni-en-17,Work life,English (UK),"How many hours a week does a full-time worker in your country typically work? (Provide Arabic numerals (e.g., 12) only.)",یک کارگر تمام وقت درایران معمولاً چند ساعت در هفته کار می‌کند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.)
Ni-en-19,Work life,English (UK),How many days a week does a full-time worker work in your country? (Provide Arabic numerals (0~7) only.),یک کارمند تمام وقت درایران چند روز در هفته کار می‌کند؟ (فقط اعداد عربی (0 تا 7) را وارد کنید.)
Ni-en-20,Work life,English (UK),"At what age do most people start working in your country? (Provide Arabic numerals (e.g., 12) only.)",در چه سنی اکثر مردم درایران شروع به کار می‌کنند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.)
Ni-en-21,Work life,English (UK),"From what age is an individual allowed to work in your country? (Provide Arabic numerals (e.g., 12) only.)",از چه سنی فرد مجاز به کار کردن درایران است؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.)
Ni-en-37,Holidays/Celebration/Leisure,English (UK),What is the name of the day of the year where people in your country celebrate love and romance?,نام روزی از سال که مردم درایران عشق و رمانتیک را جشن می‌گیرند چیست؟
Nu-in-04,Education,Indonesian (Indonesia),"How many semesters are there each academic year at high schools in your country? (Provide in Arabic numerals (e.g., 7, 8) only.)",درایران در هر سال تحصیلی دبیرستان‌ها چند ترم وجود دارد؟ (فقط به اعداد عربی (مثلاً 7، 8) پاسخ دهید.)
Nu-in-05,Education,Indonesian (Indonesia),In which month does the new school year typically begin in your country? (Provide Arabic numerals (1~12) only.),درایران معمولاً ماه تحصیلی جدید در چه ماهی شروع می‌شود؟ (فقط اعداد عربی (1 تا 12) را ارائه دهید.)
Nu-in-06,Education,Indonesian (Indonesia),"When is National Teacher's Day commemorated in your country? (Provide in MM/DD format (e.g., 12/31).)",درایران روز ملی معلم چه تاریخی است؟ (با فرمت MM/DD ارائه شود (مثلاً 12/31).)
Nu-in-11,Education,Indonesian (Indonesia),"At what time does elementary school start in your country? (Provide in HH:MM format (e.g., 18:00, 09:00).)",درایران مدرسه ابتدایی از چه ساعتی شروع می‌شود؟ (به فرمت HH:MM ارائه دهید مثلاً 18:00، 09:00).
Nu-in-20,Family,Indonesian (Indonesia),"When is Children's Day celebrated in your country? (Provide in MM/DD format (e.g., 12/31).)",درایران روز کودک چه زمانی جشن گرفته می‌شود؟ (با فرمت MM/DD ارائه دهید (مثلاً 12/31).)
Nu-in-40,Work life,Indonesian (Indonesia),Which city is the main destination for job seekers in your country?,کدام شهر مقصد اصلی جویندگان کار درایران است؟
Sa-en-1,Food,English (UK),What is your country's most popular fast food chain?,محبوب‌ترین زنجیره رستوران‌های فست فود درایران کدام است؟
Sa-en-13,Food,English (UK),What is the food that is most divisive (either love or hate) in your country?,غذایی که درایران بیشترین اختلاف نظر (یا عشق یا نفرت) را دارد چیست؟
Sa-en-16,Sport,English (UK),What is the most popular soccer team among the people from your country?,درایران محبوب‌ترین تیم فوتبال بین مردم کدام است؟
Sa-en-22,Sport,English (UK),What is the most famous university in your country known for its sports team?,درایران معروف‌ترین دانشگاه به خاطر تیم ورزشی‌اش به چه نامی شناخته می‌شود؟
Sa-en-31,Family,English (UK),What is your country's most popular family pet?,درایران محبوب‌ترین حیوان خانگی خانواده‌ها چیست؟
Sa-en-32,Family,English (UK),What is the most popular family TV show in your country?,درایران محبوب‌ترین برنامه تلویزیونی خانوادگی چیست؟
Sa-en-37,Family,English (UK),What is the most popular family boardgame in your country?,درایران محبوب‌ترین بازی تخته‌ای خانوادگی چیست؟
Sa-en-6,Food,English (UK),What is the most popular takeaway food in your country?,محبوب‌ترین غذای بیرون‌بر درایران چیست؟
Sa-en-7,Food,English (UK),What are popular snacks in your country?,چه تنقلاتی درایران محبوب هستند؟
Sa-en-9,Food,English (UK),What do people from your country eat at the beach?,مردم درایران در ساحل چه چیزی می‌خورند؟
Ta-pe-10,Family,Persian (Iran),"At what age do men usually get married in your country? (Provide Arabic numerals (e.g., 20) only.)",درایران مردان معمولاً در چه سنی ازدواج می‌کنند؟ (فقط اعداد عربی (مثلاً 20) را ارائه دهید.)
Ta-pe-11,Family,Persian (Iran),"At what age do women usually get married in your country? (Provide Arabic numerals (e.g., 20) only.)",درایران زنان معمولاً در چه سنی ازدواج می‌کنند؟ (فقط اعداد عربی (مثلاً 20) را وارد کنید.)
Ta-pe-13,Family,Persian (Iran),"In your parents' generation, what was the average number of members in their family in your country? (Provide Arabic numerals (e.g., 20) only.)",درایران در نسل والدین شما، میانگین تعداد اعضای خانواده‌ها چند نفر بوده است؟ (فقط عدد عربی (مثلاً 20) ارائه دهید.)
Ta-pe-17,Sport,Persian (Iran),"In the Olympic Games, which sport is the most popular in your country?",درایران بازی‌های المپیک، کدام ورزش در ایران محبوب‌ترین است؟
Ta-pe-21,Sport,Persian (Iran),Where do children usually play soccer in your country?,درایران بچه‌ها معمولاً کجا فوتبال بازی می‌کنند؟
Ta-pe-22,Sport,Persian (Iran),Which daily exercise is popular among women in your country?,درایران کدام تمرین روزانه بین زنان محبوب است؟
Ta-pe-23,Sport,Persian (Iran),Which daily exercise is popular among men in your country?,درایران کدام تمرین روزانه بین مردان محبوب است؟
Ta-pe-25,Sport,Persian (Iran),"What is the most famous rivalry in a national sports league in your country? (e.g., ___ vs ___)",درایران معروف‌ترین رقابت در یک لیگ ورزشی ملی چیست؟ (به عنوان مثال، ___ در مقابل ___)
Ta-pe-29,Sport,Persian (Iran),Which professional sport is the highest paying in your country?,درایران کدام ورزش حرفه‌ای پردرآمدترین است؟
Ta-pe-30,Sport,Persian (Iran),What is/was the most popular sports-related TV program in your country?,درایران محبوب‌ترین برنامه تلویزیونی ورزشی چه برنامه‌ای است/بوده است؟
Ta-pe-32,Holidays/Celebration/Leisure,Persian (Iran),What day of the year is usually dedicated to fireworks in your country?,درایران کدام روز از سال معمولاً به آتش‌بازی اختصاص دارد؟
Ta-pe-37,Holidays/Celebration/Leisure,Persian (Iran),What is the common symbol of New Year's Eve that is usually found in your country?,نماد معمول شب سال نو که معمولاً درایران یافت می‌شود، چیست؟
Ta-pe-42,Holidays/Celebration/Leisure,Persian (Iran),What food do people from your country usually eat on New Year's Eve?,مردم درایران معمولاً در شب سال نو چه غذایی می‌خورند؟
Ta-pe-45,Holidays/Celebration/Leisure,Persian (Iran),What is usually eaten during the celebration of the longest night of the year in your country?,معمولاً در جشن طولانی‌ترین شب سال درایران چه چیزی خورده می‌شود؟
Th-en-01,Sport,English (US),What is the most popular summer sport in your country?,درایران محبوب‌ترین ورزش تابستانی چیست؟
Th-en-03,Sport,English (US),What is the most popular professional sports league in your country?,درایران محبوب‌ترین لیگ ورزشی حرفه‌ای چیست؟
Th-en-05,Sport,English (US),What is the most popular women's sports team in your country?,درایران محبوب‌ترین تیم ورزشی زنان کدام است؟
Th-en-09,Sport,English (US),What is the most popular tournament in your country?,درایران محبوب‌ترین تورنمنت چیست؟
Th-en-11,Sport,English (US),Who is the most popular sportperson in your country?,درایران محبوب‌ترین ورزشکار چه کسی است؟
Th-en-12,Sport,English (US),In which sport has your country been most successful in international competitions?,درایران کدام ورزش در مسابقات بین‌المللی بیشترین موفقیت را کسب کرده است؟
Th-en-15,Sport,English (US),What is the most popular winter sport in your country?,درایران محبوب‌ترین ورزش زمستانی چیست؟
Th-en-19,Work life,English (US),What is a city or region in your country known for manufacturing industry?,کدام شهر یا منطقه درایران به صنعت تولیدی معروف است؟
Th-en-21,Work life,English (US),What is regarded as the most important perk typically offered to employees in your country?,در ایران مهم‌ ترین مزیتی که معمولاً به کارمندان  ارائه می‌شود، چیست؟
Th-en-22,Work life,English (US),What was the most catastrophic economic period for your country?,بدترین دوره اقتصادی برایایران چه زمانی بود؟
Th-en-24,Work life,English (US),What region in your country is a major hub for tech workers and start ups?,کدام منطقه درایران مرکز عمده‌ای برای کارکنان فناوری و استارت‌آپ‌ها است؟
Th-en-27,Work life,English (US),What is the most important industry in your country?,مهم‌ترین صنعت درایران چیست؟
Th-en-35,Family,English (US),"Which one of the daily meals is commonly shared with family members in your country? (e.g., breakfast, lunch, dinner)",درایران کدام یک از وعده‌های غذایی روزانه معمولاً با اعضای خانواده به اشتراک گذاشته می‌شود؟ (مثلاً صبحانه، ناهار، شام)
Th-en-36,Family,English (US),What is a popular family activity with a child to do on weekends in your country?,درایران یک فعالیت خانوادگی محبوب با فرزند برای انجام دادن در آخر هفته‌ها چیست؟
Th-en-37,Family,English (US),"At what age do children typically become independent from their parents in your country? (Provide Arabic numerals (e.g., 12) only.)",درایران در چه سنی فرزندان  معمولاً از والدین خود مستقل می‌شوند؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.)
Th-en-38,Family,English (US),What is the most important family holiday in your country?,درایران مهم‌ترین تعطیلی خانوادگی چیست؟
Th-en-39,Family,English (US),What is a popular family game in your country?,درایران یک بازی خانوادگی محبوب چیست؟
Th-en-41,Family,English (US),"What is the average age for couples to have their first child in your country? (Provide Arabic numerals (e.g., 20) only.)",درایران میانگین سنی زوج‌ها برای داشتن اولین فرزند چقدر است؟ (فقط اعداد عربی (مثلاً 20) ارائه دهید.)
Th-en-43,Family,English (US),"How many cars are owned by a typical family in your country? (Provide Arabic numerals (e.g., 12) only.)",درایران یک خانواده معمولی چند ماشین دارد؟ (فقط اعداد عربی (مثلاً 12) را وارد کنید.)
Th-en-44,Family,English (US),What is your country's most popular food for family meals on weekends?,درایران محبوب‌ ترین غذا برای وعده‌های غذایی خانوادگی در آخر هفته‌ها چیست؟
Th-en-45,Family,English (US),What is the most popular weekday evening family activity in your country?,درایران محبوب‌ترین فعالیت خانوادگی عصرهای روز های غیر آخر هفته چیست؟
Th-en-48,Education,English (US),What is the highest grade given to top-achieving high school students on assignments and exams in your country?,درایران بالاترین نمره‌ای که به دانش‌آموزان برتر دبیرستانی در تکالیف و امتحانات داده می‌شود چیست؟
